3,0,0.00015679,0.00094073,0.0018815,0.008937,0.027752,0.066479,0.10426,0.12041,0.099404,0.08592,0.063656,0.055033,0.035121,0.034337,0.023989,0.0254,0.014425,0.02101,0.014895,0.015052,0.0097209,0.011602,0.0097209,0.0086234,0.0062716,0.0064283,0.0095641,0.0054876,0.0048605,0.0070555,0.0050172,0.0048605,0.0056444,0.0042333,0.0058012,0.0040765,0.0053308,0.0031358,0.0053308,0.0023518,0.002195,0.0039197,0.0031358,0.0017247,0.00094073,0.0020383,0.0028222,0.0025086,0.0047037,0.002195,0.00062716,0.00078394,0.0026654,0.00078394,0.0017247,0.00094073,0.0012543,0.0010975,0.002195,0.002195,0.0017247,0.0015679,0.0010975,0.0010975,0.00078394,0.00062716,0.0014111,0,0.0014111,0.00062716,0.00062716,0.0010975,0.00062716,0,0.00031358,0.00062716,0.0010975,0.00062716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0.00068766,0.0042635,0.018842,0.051437,0.10796,0.15706,0.18526,0.15376,0.10741,0.061615,0.038234,0.027094,0.011553,0.012378,0.011415,0.0079769,0.0057764,0.0031633,0.0034383,0.0038509,0.0035758,0.0023381,0.0023381,0.0024756,0.0015129,0.0016504,0.0015129,0.00055013,0.0012378,0.0022005,0.00027507,0.00027507,0.00055013,0.00096273,0.00027507,0,0.0004126,0.00055013,0,0,0.0008252,0.00027507,0.00027507,0.00027507,0,0.00027507,0.00027507,0.0004126,0,0.00013753,0,0,0.00027507,0.00013753,0.00013753,0,0.00013753,0.0004126,0,0.00027507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0.00053792,0.0064551,0.011431,0.039537,0.058903,0.10422,0.12305,0.12278,0.1014,0.071678,0.054465,0.038999,0.027434,0.022324,0.025955,0.018693,0.011834,0.012372,0.013583,0.011296,0.0092792,0.0077999,0.0044379,0.0057827,0.0053792,0.0059172,0.0052448,0.003631,0.0044379,0.0029586,0.0030931,0.0032275,0.0025551,0.0018827,0.0022862,0.0034965,0.0025551,0.003631,0.0021517,0.0018827,0.0012103,0.0016138,0.0021517,0.0013448,0.0017483,0.00053792,0.0006724,0.0014793,0.0018827,0.0013448,0.0030931,0.0012103,0.00080689,0.0010758,0.00026896,0.0006724,0.0012103,0.0018827,0.0010758,0.0016138,0.00094137,0.0010758,0.0014793,0.0013448,0.0006724,0.0012103,0.0012103,0.0006724,0.00094137,0.0010758,0.00080689,0.00080689,0.00053792,0,0.00053792,0.00013448,0.00026896,0,0,0,0.00013448,0.00013448,0.00013448,0.00013448,0.00026896,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.002088,0.002088,0.001044,0.0041761,0.017574,0.049765,0.082478,0.13189,0.14147,0.10092,0.08039,0.061945,0.045763,0.037411,0.038107,0.019662,0.019836,0.012876,0.010614,0.0093962,0.0085262,0.0087002,0.0074822,0.0090482,0.0043501,0.0064381,0.0076562,0.0048721,0.0046981,0.0029581,0.0055681,0.0040021,0.002088,0.0057421,0.0036541,0.0040021,0.001914,0.0055681,0.0024361,0.001914,0.002262,0.00052201,0.0033061,0.001044,0.001044,0.001566,0.00052201,0.0036541,0.00034801,0.001392,0.00069602,0.00069602,0.00087002,0.00052201,0.00034801,0.000174,0.001044,0.00034801,0.00052201,0.001044,0.000174,0.00087002,0.00069602,0.001044,0.00034801,0.00052201,0,0.00052201,0.000174,0,0.00034801,0,0,0,0,0.00034801,0.00052201,0.00034801,0,0,0.00069602,0.000174,0,0.000174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0028571,0.025195,0.065974,0.11662,0.17584,0.17455,0.11377,0.078182,0.055065,0.036364,0.022338,0.013247,0.015584,0.011688,0.0080519,0.0075325,0.0077922,0.0033766,0.0018182,0.0018182,0.0020779,0.0028571,0.001039,0.0012987,0.0020779,0.00025974,0.0015584,0.0015584,0.0018182,0.001039,0.00077922,0.001039,0.00051948,0,0.00077922,0.0023377,0.00025974,0.00077922,0.00025974,0.00077922,0.001039,0.0025974,0.001039,0.0012987,0.0012987,0.0018182,0.00077922,0.00025974,0.0012987,0.00025974,0.00051948,0.00051948,0.0012987,0.0018182,0.0020779,0.0012987,0.0023377,0.00025974,0.0018182,0.0025974,0,0.0015584,0.00051948,0.001039,0.0015584,0.00051948,0.00051948,0.0012987,0.0036364,0,0.0012987,0.001039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0.00036023,0.0010807,0.0028818,0.010807,0.025036,0.038905,0.06268,0.074027,0.086996,0.076189,0.074748,0.054935,0.050072,0.044488,0.036383,0.03062,0.029899,0.019452,0.016571,0.019272,0.017291,0.013329,0.013689,0.010627,0.011707,0.010807,0.0086455,0.010447,0.0084654,0.007745,0.0095461,0.0064841,0.0050432,0.0043228,0.0036023,0.0027017,0.0059438,0.0039625,0.003062,0.0039625,0.0050432,0.0041427,0.001621,0.0021614,0.0041427,0.003062,0.0023415,0.0028818,0.0034222,0.0025216,0.0027017,0.0034222,0.001621,0.0027017,0.0018012,0.0027017,0.0019813,0.0018012,0.0012608,0.0021614,0.0010807,0.0019813,0.0014409,0.0014409,0.00054035,0.0014409,0.0023415,0.0010807,0.0012608,0.0027017,0.0034222,0.001621,0.0019813,0.00090058,0.0021614,0.0014409,0.0012608,0.00036023,0.00072046,0.00018012,0,0.00036023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.00053291,0.0018652,0.005862,0.023981,0.045297,0.073275,0.10818,0.09619,0.095657,0.069544,0.048228,0.040234,0.051159,0.036771,0.027445,0.030909,0.023714,0.014655,0.019451,0.010658,0.017319,0.0085265,0.013323,0.0079936,0.0077272,0.0061284,0.0053291,0.0082601,0.0039968,0.0066613,0.0066613,0.0093259,0.0023981,0.0042633,0.0047962,0.0021316,0.0037303,0.0053291,0.0021316,0.0023981,0.00079936,0.0021316,0.0015987,0.0021316,0.0031974,0.002931,0.0013323,0.00026645,0.0018652,0.00079936,0.0010658,0.0018652,0.0026645,0.0018652,0,0.00079936,0.0010658,0.0013323,0.00053291,0.0010658,0.0026645,0.0018652,0.0013323,0.0010658,0.0015987,0.0013323,0.0013323,0.0010658,0.00079936,0,0.0018652,0,0.0018652,0.00079936,0.0010658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.00015065,0.00015065,0.00075324,0.0019584,0.0073817,0.010545,0.020187,0.034197,0.065532,0.064327,0.076378,0.073817,0.067038,0.05589,0.049262,0.03947,0.040976,0.027267,0.022748,0.021241,0.020187,0.01386,0.015818,0.016119,0.013558,0.015517,0.015969,0.010093,0.0087376,0.0093402,0.007683,0.0067792,0.008135,0.0075324,0.0085869,0.0078337,0.007683,0.0061766,0.0079843,0.0057246,0.0042181,0.0034649,0.0082856,0.0022597,0.0039168,0.0048207,0.0037662,0.0037662,0.005122,0.0067792,0.0027117,0.0018078,0.003013,0.0024104,0.0019584,0.0031636,0.0028623,0.0027117,0.0057246,0.003013,0.0034649,0.0022597,0.0057246,0.0036155,0.0048207,0.0040675,0.0019584,0.0018078,0.00090389,0.00060259,0.0003013,0.00075324,0.00045194,0,0,0.00090389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.00063776,0.0021259,0.005102,0.026573,0.04443,0.061437,0.082483,0.077381,0.06165,0.059524,0.05017,0.043155,0.027211,0.019345,0.019133,0.01977,0.013818,0.015731,0.015731,0.017219,0.017645,0.012117,0.01318,0.010842,0.0085034,0.011267,0.0085034,0.0099915,0.011905,0.011267,0.011692,0.0085034,0.0089286,0.016156,0.014031,0.0095663,0.0095663,0.0057398,0.010629,0.0042517,0.0053146,0.0089286,0.0085034,0.0093537,0.0085034,0.0097789,0.014456,0.0085034,0.01148,0.0080782,0.006165,0.0029762,0.005102,0.0021259,0.0021259,0.0012755,0.0021259,0.00063776,0.0023384,0.00042517,0.00021259,0.00085034,0.00042517,0.00063776,0.00085034,0.00063776,0.00021259,0.0010629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0.0032186,0.013122,0.024263,0.063877,0.083684,0.081456,0.1129,0.12528,0.099282,0.063877,0.061154,0.037138,0.034167,0.023768,0.02253,0.026739,0.017331,0.010894,0.0066848,0.0094083,0.0086655,0.0076752,0.0079228,0.0047041,0.0049517,0.0019807,0.004209,0.002971,0.0037138,0.0024759,0.0061897,0.0027234,0.0014855,0.0022283,0.0014855,0.002971,0.00099034,0.00099034,0.0024759,0.00049517,0,0.00049517,0.0019807,0.00074276,0.00049517,0.0014855,0,0.00049517,0.00074276,0,0.00049517,0,0.00024759,0,0,0.00074276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
